Id,Weekly_Sales
7_85_2013-05-24,1867.79752328759
7_85_2013-05-31,2002.7793350303
7_85_2013-06-07,2015.80730586704
7_85_2013-06-14,2282.5740338511
7_85_2013-06-21,1961.27059313241
7_85_2013-06-28,1921.36481420283
7_85_2013-07-05,1775.90679902832
7_85_2013-07-12,2209.98543318133
7_85_2013-07-19,2294.39214975393
7_85_2013-07-26,2398.31755933683
7_87_2012-11-02,15501.31011119
7_87_2012-11-09,13884.1774612632
7_87_2012-11-16,14190.3165782134
7_87_2012-11-23,18679.0387314356
7_87_2012-11-30,14246.3532334132
7_87_2012-12-07,16914.1103486115
7_87_2012-12-14,18263.7674644375
7_87_2012-12-21,21825.6407965767
7_87_2012-12-28,19755.7812523468
7_87_2013-01-04,19026.6011471454
7_87_2013-01-11,16926.0916836694
7_87_2013-01-18,16007.022206982
7_87_2013-01-25,15304.1836468751
7_87_2013-02-01,17103.906625339
7_87_2013-02-08,17040.4977961278
7_87_2013-02-15,16817.878195808
7_87_2013-02-22,16321.8811537017
7_87_2013-03-01,16593.9329924491
7_87_2013-03-08,16259.9859880125
7_87_2013-03-15,15017.6737156087
7_87_2013-03-22,14620.4979644568
7_87_2013-03-29,13055.3712361496
7_87_2013-04-05,14377.3403752285
7_87_2013-04-12,13252.7798098444
7_87_2013-04-19,12280.1126714023
7_87_2013-04-26,11505.680272451
7_87_2013-05-03,11852.5433103165
7_87_2013-05-10,12885.4086609575
7_87_2013-05-17,11511.4416154574
7_87_2013-05-24,12439.8698800274
7_87_2013-05-31,12739.1935698485
7_87_2013-06-07,14458.9482173067
7_87_2013-06-14,14539.5255232263
7_87_2013-06-21,14979.4920123266
7_87_2013-06-28,14413.6187144769
7_87_2013-07-05,16486.9752462568
7_87_2013-07-12,16132.0575394115
7_87_2013-07-19,16073.5855857175
7_87_2013-07-26,14902.0729045573
7_90_2012-11-02,17980.5694063557
7_90_2012-11-09,16774.0957634812
7_90_2012-11-16,16324.8859785698
7_90_2012-11-23,22864.3950602647
7_90_2012-11-30,16939.7730365956
7_90_2012-12-07,19078.9186968062
7_90_2012-12-14,20776.3065742109
7_90_2012-12-21,24990.9032541519
7_90_2012-12-28,25384.3656102123
7_90_2013-01-04,22160.564722016
7_90_2013-01-11,21368.1469934202
7_90_2013-01-18,20223.096256603
7_90_2013-01-25,15386.061310559
7_90_2013-02-01,20863.1127330439
7_90_2013-02-08,18533.7028611229
7_90_2013-02-15,19049.4239358837
7_90_2013-02-22,20119.6187634978
7_90_2013-03-01,19304.756164887
7_90_2013-03-08,19899.3388037009
7_90_2013-03-15,22191.4992529646
7_90_2013-03-22,18977.6438855824
7_90_2013-03-29,17671.5606117272
7_90_2013-04-05,19783.5479478972
7_90_2013-04-12,16495.5823345922
7_90_2013-04-19,14027.8573101433
7_90_2013-04-26,12704.8071342505
7_90_2013-05-03,13666.1384240443
7_90_2013-05-10,12888.9796189978
7_90_2013-05-17,12821.3521127101
7_90_2013-05-24,13839.36994087
7_90_2013-05-31,14006.4901056963
7_90_2013-06-07,15088.5685925233
7_90_2013-06-14,15236.7949222502
7_90_2013-06-21,15698.510099867
7_90_2013-06-28,16353.4823230157
7_90_2013-07-05,19357.5631533661
7_90_2013-07-12,18307.6477998408
7_90_2013-07-19,18173.8791424173
7_90_2013-07-26,17867.5091561515
7_91_2012-11-02,11742.0027421987
7_91_2012-11-09,12532.9478342968
7_91_2012-11-16,13155.3643289946
7_91_2012-11-23,11863.1066776525
7_91_2012-11-30,11216.0963413937
7_91_2012-12-07,13308.5373663568
7_91_2012-12-14,14648.0606854588
7_91_2012-12-21,15473.9576853038
7_91_2012-12-28,13200.2048314627
7_91_2013-01-04,14340.9653135605
7_91_2013-01-11,14014.3459355897
7_91_2013-01-18,11341.6892975543
7_91_2013-01-25,11357.0126224065
7_91_2013-02-01,14705.4079199113
7_91_2013-02-08,13689.6304016077
7_91_2013-02-15,13838.1389352748
7_91_2013-02-22,11766.9196774929
7_91_2013-03-01,12865.5920257243
7_91_2013-03-08,12425.3978017421
7_91_2013-03-15,14123.7719140921
7_91_2013-03-22,11466.7454017396
7_91_2013-03-29,12217.0712078172
7_91_2013-04-05,12198.7628321394
7_91_2013-04-12,12152.0174938748
7_91_2013-04-19,9402.22403857098
7_91_2013-04-26,10228.7767539733
7_91_2013-05-03,9773.81411680252
7_91_2013-05-10,10357.9510747555
7_91_2013-05-17,9545.58819699939
7_91_2013-05-24,10687.3650733548
7_91_2013-05-31,9132.55592104855
7_91_2013-06-07,11468.4144938506
7_91_2013-06-14,9575.11613005102
7_91_2013-06-21,10249.3576401638
7_91_2013-06-28,10328.3688785846
7_91_2013-07-05,11092.9806282856
7_91_2013-07-12,11474.4301776285
7_91_2013-07-19,10623.6967328329
7_91_2013-07-26,10353.4457931067
7_92_2012-11-02,32168.9832323319
7_92_2012-11-09,30698.277827455
7_92_2012-11-16,33988.6889425774
7_92_2012-11-23,41344.4358540591
7_92_2012-11-30,29794.226553136
7_92_2012-12-07,31300.0549671554
7_92_2012-12-14,34415.5385474685
7_92_2012-12-21,41916.6980686475
7_92_2012-12-28,33873.2526751639
7_92_2013-01-04,33399.232244574
7_92_2013-01-11,30243.7273840762
7_92_2013-01-18,30904.0701989769
7_92_2013-01-25,29535.0925188657
7_92_2013-02-01,31000.6049753825
7_92_2013-02-08,32098.2370191106
7_92_2013-02-15,32347.4022739669
7_92_2013-02-22,29039.6889608755
7_92_2013-03-01,30535.8498812917
7_92_2013-03-08,30418.8588647197
7_92_2013-03-15,33040.4849165861
7_92_2013-03-22,28521.6011921098
7_92_2013-03-29,27706.5155899356
7_92_2013-04-05,34009.7604919413
7_92_2013-04-12,28366.7504610203
7_92_2013-04-19,30866.1297949528
7_92_2013-04-26,26786.2811980462
7_92_2013-05-03,30338.8386237071
7_92_2013-05-10,28532.1991944887
7_92_2013-05-17,30499.0478193391
7_92_2013-05-24,28543.7815252734
7_92_2013-05-31,31546.8375648166
7_92_2013-06-07,33341.1399849497
7_92_2013-06-14,33283.904586404
7_92_2013-06-21,32209.9698184435
7_92_2013-06-28,33373.0502403917
7_92_2013-07-05,36541.2511793715
7_92_2013-07-12,34265.3236886168
7_92_2013-07-19,35453.9891827888
7_92_2013-07-26,33300.3597759785
7_93_2012-11-02,1929.19661872082
7_93_2012-11-09,2187.03713990279
7_93_2012-11-16,2215.2733217336
7_93_2012-11-23,2538.1998893878
7_93_2012-11-30,1681.20051774054
7_93_2012-12-07,1859.62773071226
7_93_2012-12-14,1946.37067587276
7_93_2012-12-21,2266.21541601605
7_93_2012-12-28,1971.08619131975
7_93_2013-01-04,2219.21867736381
7_93_2013-01-11,2136.84478180117
7_93_2013-01-18,2073.1089388318
7_93_2013-01-25,1851.93213856221
7_93_2013-02-01,2265.41240539731
7_93_2013-02-08,2299.14787039353
7_93_2013-02-15,2189.07283132784
7_93_2013-02-22,2102.00642668985
7_93_2013-03-01,2179.52437568774
7_93_2013-03-08,2300.37550577215
7_93_2013-03-15,2291.66051098641
7_93_2013-03-22,2074.77396055895
7_93_2013-03-29,2051.36128300432
7_93_2013-04-05,2474.87640368774
7_93_2013-04-12,2225.03877665031
7_93_2013-04-19,2260.91768366335
7_93_2013-04-26,2052.52757670326
7_93_2013-05-03,2222.40880189622
7_93_2013-05-10,2376.70632442474
7_93_2013-05-17,2356.62983326575
7_93_2013-05-24,2327.16431901931
7_93_2013-05-31,2523.61550934196
7_93_2013-06-07,2601.87623776399
7_93_2013-06-14,2520.98961030293
7_93_2013-06-21,2326.34719965776
7_93_2013-06-28,2469.27247817513
7_93_2013-07-05,2944.77168911654
7_93_2013-07-12,2476.19841194588
7_93_2013-07-19,2421.63164991884
7_93_2013-07-26,2257.3962682647
7_94_2012-11-02,1662.94931811413
7_94_2012-11-09,1373.11129380541
7_94_2012-11-16,1319.45506480128
7_94_2012-11-23,1311.9904630282
7_94_2012-11-30,1338.76957427687
7_94_2012-12-07,1227.66551029853
7_94_2012-12-14,1263.52932044672
7_94_2012-12-21,1561.44765039731
7_94_2012-12-28,1302.86932729542
7_94_2013-01-04,1588.9268167506
7_94_2013-01-11,1419.58104228641
7_94_2013-01-18,1220.31276720829
7_94_2013-01-25,1462.31302468236
7_94_2013-02-01,1521.65505664862
7_94_2013-02-08,1650.17649155697
7_94_2013-02-15,3033.15418684909
7_94_2013-02-22,1431.5573401184
7_94_2013-03-01,1585.33143748824
7_94_2013-03-08,1548.64406031723
7_94_2013-03-15,1268.96036348867
7_94_2013-03-22,1267.42508996473
7_94_2013-03-29,1605.31606671963
7_94_2013-04-05,1571.2944878989
7_94_2013-04-12,1508.52522535814
7_94_2013-04-19,1249.54114812546
7_94_2013-04-26,1284.54163388683
7_94_2013-05-03,1609.81255130966
7_94_2013-05-10,2018.60002833892
7_94_2013-05-17,1731.04089929654
7_94_2013-05-24,1315.25779637278
7_94_2013-05-31,1466.46144557059
7_94_2013-06-07,1681.14502402506
7_94_2013-06-14,1571.304554589
7_94_2013-06-21,1868.13112514002
7_94_2013-06-28,1691.24943145564
7_94_2013-07-05,1742.61592283727
7_94_2013-07-12,1514.58724753163
7_94_2013-07-19,1517.14973475831
7_94_2013-07-26,1378.57306737062
7_95_2012-11-02,29473.6668002958
7_95_2012-11-09,30937.1781714086
7_95_2012-11-16,31159.9344363222
7_95_2012-11-23,42430.2545567961
7_95_2012-11-30,32195.9138708472
7_95_2012-12-07,34478.5782349659
7_95_2012-12-14,37513.9879962545
7_95_2012-12-21,49375.4227536648
7_95_2012-12-28,50209.0780868102
7_95_2013-01-04,47676.3671519919
7_95_2013-01-11,39712.1336518358
7_95_2013-01-18,39634.6690546175
7_95_2013-01-25,35256.9642816737
7_95_2013-02-01,40115.4591010333
7_95_2013-02-08,38336.1141874607
7_95_2013-02-15,41562.7791013067
7_95_2013-02-22,39836.1256552479
7_95_2013-03-01,40114.7182043049
7_95_2013-03-08,41594.2763603792
7_95_2013-03-15,50139.7391757893
7_95_2013-03-22,41141.3858157054
7_95_2013-03-29,37451.7989075546
7_95_2013-04-05,36801.6039718825
7_95_2013-04-12,30234.6423763829
7_95_2013-04-19,29385.5454613719
7_95_2013-04-26,27832.8538393894
7_95_2013-05-03,27592.8146634518
7_95_2013-05-10,27987.798527187
7_95_2013-05-17,30780.963377633
7_95_2013-05-24,32754.1012106889
7_95_2013-05-31,35558.1958487101
7_95_2013-06-07,39373.9424602717
7_95_2013-06-14,41426.5761119537
7_95_2013-06-21,42387.8127539565
7_95_2013-06-28,47262.7281059641
7_95_2013-07-05,52065.726837352
7_95_2013-07-12,45072.5510184469
7_95_2013-07-19,46541.3045692213
7_95_2013-07-26,47990.9281823746
7_96_2012-11-02,1606.2844876725
7_96_2012-11-09,1605.60707666619
7_96_2012-11-16,1173.19713323985
7_96_2012-11-23,2108.85610681456
7_96_2012-11-30,1835.48503319985
7_96_2012-12-07,1878.73420781746
7_96_2012-12-14,2512.75314363256
7_96_2012-12-21,3318.33991668841
7_96_2012-12-28,2799.10983402313
7_96_2013-01-04,2033.53274303076
7_96_2013-01-11,1990.93431979195
7_96_2013-01-18,1639.45412633728
7_96_2013-01-25,1424.62502761726
7_96_2013-02-01,1836.85461546159
7_96_2013-02-08,1673.61777970366
7_96_2013-02-15,1706.9447863626
7_96_2013-02-22,1319.46259863363
7_96_2013-03-01,1689.83261468475
7_96_2013-03-08,2103.28411956769
7_96_2013-03-15,1709.94570638153
7_96_2013-03-22,1582.4887623818
7_96_2013-03-29,1376.74703149439
7_96_2013-04-05,1466.60349082886
7_96_2013-04-12,1332.56472629776
7_96_2013-04-19,1501.05819933632
7_96_2013-04-26,1076.60978537472
7_96_2013-05-03,874.568071075405
7_96_2013-05-10,553.947122373185
7_96_2013-05-17,1026.10710154079
7_96_2013-05-24,1334.80484041013
7_96_2013-05-31,1618.53486853631
7_96_2013-06-07,1153.44527622435
7_96_2013-06-14,1124.02461328279
7_96_2013-06-21,997.821270603455
7_96_2013-06-28,1179.05872047297
7_96_2013-07-05,1525.36414236261
7_96_2013-07-12,1148.52735583709
7_96_2013-07-19,1287.83604339229
7_96_2013-07-26,1223.78492125599
7_97_2012-11-02,5124.32536538286
7_97_2012-11-09,5534.14634150622
7_97_2012-11-16,4970.69526534787
7_97_2012-11-23,5474.12553162888
7_97_2012-11-30,4467.64564412108
7_97_2012-12-07,5780.72124401698
7_97_2012-12-14,6557.9289619913
7_97_2012-12-21,7447.09653816869
7_97_2012-12-28,7259.04600713703
7_97_2013-01-04,7605.39566282047
7_97_2013-01-11,6207.32269939584
7_97_2013-01-18,5420.95169596347
7_97_2013-01-25,4756.73927199103
7_97_2013-02-01,6480.97427869914
7_97_2013-02-08,5860.30940919763
7_97_2013-02-15,5824.67817057143
7_97_2013-02-22,5577.44942138431
7_97_2013-03-01,5641.18038704858
7_97_2013-03-08,5471.24536809412
7_97_2013-03-15,7533.65287340336
7_97_2013-03-22,5036.23262209337
7_97_2013-03-29,4634.51008488075
7_97_2013-04-05,5251.69672595885
7_97_2013-04-12,4160.58501924149
7_97_2013-04-19,3655.30551625611
7_97_2013-04-26,3464.94165734408
7_97_2013-05-03,3628.14630668067
7_97_2013-05-10,3805.3716190446
7_97_2013-05-17,3588.59854371376
7_97_2013-05-24,4256.69766029727
7_97_2013-05-31,4436.47365977995
7_97_2013-06-07,5811.62194524979
7_97_2013-06-14,5514.20323759976
7_97_2013-06-21,5418.16308384256
7_97_2013-06-28,5646.6624992303
7_97_2013-07-05,6112.80050074141
7_97_2013-07-12,5704.86148633795
7_97_2013-07-19,6415.57502106307
7_97_2013-07-26,6041.64472346522
7_98_2012-11-02,313.412421622737
7_98_2012-11-09,262.257076569823
7_98_2012-11-16,292.81170583395
7_98_2012-11-23,293.063041171092
7_98_2012-11-30,286.359982652579
7_98_2012-12-07,378.336692405532
7_98_2012-12-14,444.092386571724
7_98_2012-12-21,445.389966074055
7_98_2012-12-28,329.48869715835
7_98_2013-01-04,263.162403154807
7_98_2013-01-11,257.128625075693
7_98_2013-01-18,248.586440638017
7_98_2013-01-25,268.526156446836
7_98_2013-02-01,270.676128930647
7_98_2013-02-08,258.477157463839
7_98_2013-02-15,352.565106552226
7_98_2013-02-22,271.348292826297
7_98_2013-03-01,273.723866279444
7_98_2013-03-08,288.334960690974
7_98_2013-03-15,323.324828910545
7_98_2013-03-22,283.506878309128
7_98_2013-03-29,272.52623891332
7_98_2013-04-05,293.739898554146
7_98_2013-04-12,354.637350141788
7_98_2013-04-19,271.700427946124
7_98_2013-04-26,286.404596135561
7_98_2013-05-03,275.373396833711
7_98_2013-05-10,237.265936944436
7_98_2013-05-17,242.269538262308
7_98_2013-05-24,271.94551195458
7_98_2013-05-31,331.469815453637
7_98_2013-06-07,257.136885088778
7_98_2013-06-14,274.50667284063
7_98_2013-06-21,294.757832076048
7_98_2013-06-28,280.142763696657
7_98_2013-07-05,323.238838537346
7_98_2013-07-12,265.824966344808
7_98_2013-07-19,243.751183615413
7_98_2013-07-26,250.883351088521
8_1_2012-11-02,34577.0866582264
8_1_2012-11-09,14159.4953910584
8_1_2012-11-16,12293.2690962611
8_1_2012-11-23,13746.4774677055
8_1_2012-11-30,16776.9481814957
8_1_2012-12-07,19219.4042240161
8_1_2012-12-14,27852.3299409381
8_1_2012-12-21,33803.4833008342
8_1_2012-12-28,22110.3906900528
8_1_2013-01-04,11670.7181150956
8_1_2013-01-11,12017.9922507014
8_1_2013-01-18,13577.7016523941
8_1_2013-01-25,13145.523796168
8_1_2013-02-01,15535.3023149526
8_1_2013-02-08,25606.2657722352
8_1_2013-02-15,41646.6418871341
8_1_2013-02-22,12761.9842358634
8_1_2013-03-01,13039.6090546781
8_1_2013-03-08,13272.004642898
8_1_2013-03-15,13942.1278754136
8_1_2013-03-22,14427.8700237472
8_1_2013-03-29,17505.8482037979
8_1_2013-04-05,29030.6656510223
8_1_2013-04-12,22411.0356180224
8_1_2013-04-19,20931.8795265074
8_1_2013-04-26,15566.3765138528
8_1_2013-05-03,10561.2012222825
8_1_2013-05-10,10522.5220998812
8_1_2013-05-17,10197.6411148608
8_1_2013-05-24,9443.29218607171
8_1_2013-05-31,9396.07718071863
8_1_2013-06-07,9870.01883487973
8_1_2013-06-14,10175.6101158694
8_1_2013-06-21,9726.79585333942
8_1_2013-06-28,9119.55680745463
8_1_2013-07-05,8776.6873266861
8_1_2013-07-12,9241.50888709953
8_1_2013-07-19,8993.31355181227
8_1_2013-07-26,9596.49010681664
8_2_2012-11-02,35968.8283422597
8_2_2012-11-09,35504.1199448747
8_2_2012-11-16,34553.7495202768
8_2_2012-11-23,34774.6609533395
8_2_2012-11-30,34783.7340346869
8_2_2012-12-07,36133.2231122786
8_2_2012-12-14,39422.1074794774
8_2_2012-12-21,46348.4894989596
8_2_2012-12-28,38714.917448527
8_2_2013-01-04,33884.8505440174
8_2_2013-01-11,33456.1895354639
8_2_2013-01-18,33819.8641656231
8_2_2013-01-25,33898.185131871
8_2_2013-02-01,38347.5848052364
8_2_2013-02-08,38937.4636965322
8_2_2013-02-15,38122.0248869938
8_2_2013-02-22,37733.453481921
8_2_2013-03-01,39663.3959819613
8_2_2013-03-08,37815.9172327481
8_2_2013-03-15,35639.5311879889
8_2_2013-03-22,34983.394811212
8_2_2013-03-29,36041.7468306954
8_2_2013-04-05,37597.0881925629
8_2_2013-04-12,34557.592805105
8_2_2013-04-19,35493.6521608293
8_2_2013-04-26,34411.4520533193
8_2_2013-05-03,37711.2603953631
8_2_2013-05-10,34914.4211607137
8_2_2013-05-17,35371.3557619272
8_2_2013-05-24,35477.0441673005
8_2_2013-05-31,35550.1282447912
8_2_2013-06-07,36611.7860689833
8_2_2013-06-14,35943.3979449806
8_2_2013-06-21,35896.1624719425
8_2_2013-06-28,35850.167449028
8_2_2013-07-05,36291.8762483236
8_2_2013-07-12,35423.5843534833
8_2_2013-07-19,35581.1883408816
8_2_2013-07-26,34804.4353899422
8_3_2012-11-02,7117.59541196887
8_3_2012-11-09,7576.31094237433
8_3_2012-11-16,7499.29677764481
8_3_2012-11-23,7108.42464358108
8_3_2012-11-30,8340.67325383966
8_3_2012-12-07,9182.98864598261
8_3_2012-12-14,10275.4850012985
8_3_2012-12-21,11266.5657249861
8_3_2012-12-28,8783.71046000682
8_3_2013-01-04,10244.6522755773
8_3_2013-01-11,10288.9905358592
8_3_2013-01-18,10754.9928521347
8_3_2013-01-25,10658.9469827922
8_3_2013-02-01,9316.32071371053
8_3_2013-02-08,9580.33005419086
8_3_2013-02-15,9088.53431910024
8_3_2013-02-22,8611.10298658368
8_3_2013-03-01,8792.09346363343
8_3_2013-03-08,8214.751447412
8_3_2013-03-15,6963.23656899901
8_3_2013-03-22,7398.40068774798
8_3_2013-03-29,7440.36500590146
8_3_2013-04-05,7607.21250788049
8_3_2013-04-12,7493.96888436132
8_3_2013-04-19,7092.41063866426
8_3_2013-04-26,7066.84042410566
8_3_2013-05-03,7966.47443479426
8_3_2013-05-10,7584.06915020558
8_3_2013-05-17,7038.04894274885
8_3_2013-05-24,6865.37096146097
8_3_2013-05-31,6887.73924039698
8_3_2013-06-07,7060.79944892373
8_3_2013-06-14,6641.25418106349
8_3_2013-06-21,6342.11082475587
8_3_2013-06-28,6097.9068648536
8_3_2013-07-05,6823.79255699973
8_3_2013-07-12,11574.8893118413
8_3_2013-07-19,15825.1125567532
8_3_2013-07-26,16599.0739572522
8_4_2012-11-02,23374.3214646711
8_4_2012-11-09,21919.08114543
8_4_2012-11-16,23564.4696703795
8_4_2012-11-23,29465.9369638105
8_4_2012-11-30,21770.3254997549
8_4_2012-12-07,21879.0575029083
8_4_2012-12-14,23504.1304372984
8_4_2012-12-21,28706.7410104752
8_4_2012-12-28,22244.7385136102
8_4_2013-01-04,24027.8783289288
8_4_2013-01-11,21048.3657820508
8_4_2013-01-18,21127.9356162302
8_4_2013-01-25,20952.7595678744
8_4_2013-02-01,22665.7721532716
8_4_2013-02-08,22494.1207445364
8_4_2013-02-15,21769.0895920906
8_4_2013-02-22,21302.1605932004
8_4_2013-03-01,22781.503972639
8_4_2013-03-08,21674.5780354705
8_4_2013-03-15,21071.7886489954
8_4_2013-03-22,20468.5285317179
8_4_2013-03-29,21088.638473118
8_4_2013-04-05,22873.9329375097
8_4_2013-04-12,21958.988385572
8_4_2013-04-19,22250.6762642868
8_4_2013-04-26,21422.2162416987
8_4_2013-05-03,22969.6097691651
8_4_2013-05-10,21105.6599900675
8_4_2013-05-17,21816.0135814342
8_4_2013-05-24,22141.0123908555
8_4_2013-05-31,23365.10319923
8_4_2013-06-07,22850.6804068328
8_4_2013-06-14,21702.7199939409
8_4_2013-06-21,21070.9709842159
8_4_2013-06-28,22024.355689237
8_4_2013-07-05,22918.854495647
8_4_2013-07-12,20860.7052024233
8_4_2013-07-19,21370.1282507856
8_4_2013-07-26,20818.6654323723
8_5_2012-11-02,24307.0936535304
8_5_2012-11-09,25006.2230343026
8_5_2012-11-16,20474.7768393694
8_5_2012-11-23,60905.1119986308
8_5_2012-11-30,21934.8884126893
8_5_2012-12-07,27739.2186221484
8_5_2012-12-14,35034.7266828505
8_5_2012-12-21,48110.3559294265
8_5_2012-12-28,35139.3699658186
8_5_2013-01-04,17299.4519746622
8_5_2013-01-11,14869.9872107006
8_5_2013-01-18,15692.9747950229
8_5_2013-01-25,16483.6886585081
8_5_2013-02-01,24424.4899572307
8_5_2013-02-08,27153.617779863
8_5_2013-02-15,33352.002076457
8_5_2013-02-22,23570.7472412426
8_5_2013-03-01,24982.6730260827
8_5_2013-03-08,21684.4792646243
8_5_2013-03-15,20366.0371959288
8_5_2013-03-22,17914.1814472989
8_5_2013-03-29,18759.7460456732
8_5_2013-04-05,20312.2740782539
8_5_2013-04-12,16345.3238593818
8_5_2013-04-19,15680.7662129049
8_5_2013-04-26,13088.9910249909
8_5_2013-05-03,14523.8709097692
8_5_2013-05-10,14087.687307205
8_5_2013-05-17,14106.7290007806
8_5_2013-05-24,14105.8563245784
8_5_2013-05-31,13968.8807802875
8_5_2013-06-07,17294.8231084675
8_5_2013-06-14,17433.4998685311
8_5_2013-06-21,16510.835448244
8_5_2013-06-28,14660.4963750614
8_5_2013-07-05,13905.3734636123
8_5_2013-07-12,13757.78575896
8_5_2013-07-19,13949.1173086267
8_5_2013-07-26,12381.2027142065
8_6_2012-11-02,2856.47843027528
8_6_2012-11-09,2096.54157303239
8_6_2012-11-16,2055.66987253647
8_6_2012-11-23,11249.28182006
8_6_2012-11-30,2955.4320231682
8_6_2012-12-07,3966.42456975328
8_6_2012-12-14,4879.63495097668
8_6_2012-12-21,8006.74892346367
8_6_2012-12-28,6121.4706504157
8_6_2013-01-04,1602.28820224563
8_6_2013-01-11,1575.74362382318
8_6_2013-01-18,1596.65560641909
8_6_2013-01-25,1521.81651669711
8_6_2013-02-01,2067.91101564768
8_6_2013-02-08,2961.1964628062
8_6_2013-02-15,3401.91080295782
8_6_2013-02-22,2554.8208836957
8_6_2013-03-01,2727.1653305678
8_6_2013-03-08,2517.72120156905
8_6_2013-03-15,2238.0590645582
8_6_2013-03-22,1990.08322579045
8_6_2013-03-29,1931.62473732754
8_6_2013-04-05,2454.75621047
8_6_2013-04-12,2683.16580615252
8_6_2013-04-19,2280.73905915598
8_6_2013-04-26,2725.39951512009
8_6_2013-05-03,3035.43412569084
8_6_2013-05-10,3109.62246848843
8_6_2013-05-17,3401.78636364823
8_6_2013-05-24,3846.12660595949
8_6_2013-05-31,2665.70029746266
8_6_2013-06-07,2201.05891784824
8_6_2013-06-14,2388.51496197509
8_6_2013-06-21,2810.74806355844
8_6_2013-06-28,2485.29758752093
8_6_2013-07-05,2376.57588849218
8_6_2013-07-12,1800.88031649518
8_6_2013-07-19,2140.83967710359
8_6_2013-07-26,2048.41352553991
8_7_2012-11-02,19056.1654356961
8_7_2012-11-09,21805.5668728784
8_7_2012-11-16,22662.1802473073
8_7_2012-11-23,58199.4859161483
8_7_2012-11-30,31033.5710277055
8_7_2012-12-07,39044.1486016001
8_7_2012-12-14,56196.6623805595
8_7_2012-12-21,90758.5460670341
8_7_2012-12-28,57587.7518023714
8_7_2013-01-04,11318.960877374
8_7_2013-01-11,8929.34546495418
8_7_2013-01-18,9790.24570516177
8_7_2013-01-25,9900.62964630996
8_7_2013-02-01,12688.8079267294
8_7_2013-02-08,14625.6444967385
8_7_2013-02-15,16284.9939077755
8_7_2013-02-22,15196.3233397177
8_7_2013-03-01,14878.5131825795
8_7_2013-03-08,14491.0168108201
8_7_2013-03-15,19828.0062041389
8_7_2013-03-22,13913.7335445147
8_7_2013-03-29,15573.8781127902
8_7_2013-04-05,19403.1399459329
8_7_2013-04-12,16527.9816335773
8_7_2013-04-19,17436.8313164227
8_7_2013-04-26,16496.0006603642
8_7_2013-05-03,17416.0942532182
8_7_2013-05-10,17539.2083523093
8_7_2013-05-17,17341.0581502984
8_7_2013-05-24,24416.1187622809
8_7_2013-05-31,32152.5898266798
8_7_2013-06-07,26191.4508421463
8_7_2013-06-14,23773.3510519809
8_7_2013-06-21,22454.3781119081
8_7_2013-06-28,23040.2404541651
8_7_2013-07-05,22458.8599614394
8_7_2013-07-12,17360.2606330074
8_7_2013-07-19,16471.0090279546
8_7_2013-07-26,15388.5641261843
8_8_2012-11-02,30794.1638882823
8_8_2012-11-09,29202.7960169089
8_8_2012-11-16,28194.9984229628
8_8_2012-11-23,28250.8489011061
8_8_2012-11-30,29449.3336118375
8_8_2012-12-07,29847.5519314617
8_8_2012-12-14,29828.501757824
8_8_2012-12-21,31948.8654696599
8_8_2012-12-28,29222.7083162254
8_8_2013-01-04,29326.2752942602
8_8_2013-01-11,28211.0370428414
8_8_2013-01-18,28249.5397096194
8_8_2013-01-25,27614.6313245944
8_8_2013-02-01,30782.5932843333
8_8_2013-02-08,30268.6417954037
8_8_2013-02-15,30066.4456456095
8_8_2013-02-22,29306.0223304068
8_8_2013-03-01,30190.960240282
8_8_2013-03-08,29721.7574013188
8_8_2013-03-15,29075.5369543977
8_8_2013-03-22,28051.9030421313
8_8_2013-03-29,28697.5432670491
8_8_2013-04-05,30191.0212360047
8_8_2013-04-12,28296.0666351188
8_8_2013-04-19,29246.7641815291
8_8_2013-04-26,28576.9651908489
8_8_2013-05-03,30540.9154946262
8_8_2013-05-10,28694.6275374624
8_8_2013-05-17,29051.2691481189
8_8_2013-05-24,29169.3311814005
8_8_2013-05-31,29966.5802333053
8_8_2013-06-07,29316.224927058
8_8_2013-06-14,28731.9731988224
8_8_2013-06-21,28322.2554432644
8_8_2013-06-28,29259.4726046661
8_8_2013-07-05,29766.6895433506
8_8_2013-07-12,28062.3254506516
8_8_2013-07-19,27839.8255552342
8_8_2013-07-26,28120.1426110467
8_9_2012-11-02,10623.2776303273
8_9_2012-11-09,10500.345096526
8_9_2012-11-16,9478.97982881773
8_9_2012-11-23,19672.2732783908
8_9_2012-11-30,10609.0554979279
8_9_2012-12-07,10841.3863010134
8_9_2012-12-14,12566.0061609763
8_9_2012-12-21,18614.259232021
8_9_2012-12-28,15501.9134764477
8_9_2013-01-04,8374.67333315729
8_9_2013-01-11,8246.18316498096
8_9_2013-01-18,8798.48676474559
8_9_2013-01-25,8312.54545151755
8_9_2013-02-01,8977.05084493752
8_9_2013-02-08,8863.45800089297
8_9_2013-02-15,9898.10692080128
8_9_2013-02-22,10500.2938001802
8_9_2013-03-01,10971.9039330526
8_9_2013-03-08,11391.7927660805
8_9_2013-03-15,16431.1165043585
8_9_2013-03-22,11585.2646542965
8_9_2013-03-29,12516.2834880114
8_9_2013-04-05,15254.3029669132
8_9_2013-04-12,13895.7958008358
8_9_2013-04-19,13295.5777178823
8_9_2013-04-26,13362.7599708887
8_9_2013-05-03,12180.0213819213
8_9_2013-05-10,12118.19127787
8_9_2013-05-17,12931.563668265
